cluster_id,proposed_label,segment_count,document_count,percent_of_documents,representative_phrases
144,Erschöpfung / Müdigkeit,14,14,2.4,"Sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Sie fühle sich häufig erschöpft, ihre Belastbarkeitsgrenze sei deutlich schneller als zuvor erreicht.
---
Sie fühle sich häufig sehr erschöpft, und ihre Belastbarkeitsgrenze sei deutlich schneller als früher erreicht.
---
Weiterhin fühle sie sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Er fühle sich häufig sehr erschöpft, und seine Belastbarkeitsgrenze sei deutlich schneller als früher erreicht.
---
Weiterhin fühle er sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Sie fühle sich häufig stark erschöpft, die Belastbarkeitsgrenze werde deutlich schneller erreicht als früher.
---
Sie fühle sich häufig müde und ihre Belastbarkeitsgrenze sei schneller als zuvor erreicht.
---
Weiterhin fühle sie sich sehr müde und ihre Belastbarkeitsgrenze ist schneller als vorher erreicht."
98,Sonstige / unbekannt,14,14,2.4,"Ihre Konzentration sowie Merkfähigkeit seien stark beeinträchtigt.
---
Ihre Konzentration sowie Merkfähigkeit seien sehr beeinträchtigt.
---
Ihre Konzentration sowie Merkfähigkeit seien extrem beeinträchtigt."
152,Belastbarkeit,14,14,2.4,"Seine Leistungsfähigkeit sei deutlich reduziert.
---
Seine Leistungsfähigkeit sei reduziert.
---
Die Leistungsfähigkeit sei merklich reduziert.
---
Seine Leistungsfähigkeit sei massiv reduziert.
---
Er gibt an, dass sein Antrieb sowie seine Leistungsfähigkeit deutlich reduziert seien.
---
Seine Leistungsfähigkeit sei eingeschränkt."
103,Sonstige / unbekannt,14,14,2.4,"Weiterhin berichtet sie über Konzentrationsstörungen.
---
Zudem berichtet sie über Konzentrationsstörungen.
---
Weiterhin berichtet sie teilweise über Konzentrationsstörungen."
157,Belastbarkeit,14,14,2.4,"Seine Leistungsfähigkeit sowie Antrieb seien eingeschränkt.
---
Seine Leistungsfähigkeit sowie sein Antrieb seien eingeschränkt.
---
Seine Leistungsfähigkeit sowie Antrieb seien sehr eingeschränkt.
---
Seine Leistungsfähigkeit sowie Antrieb seien stark eingeschränkt.
---
Seine Leistungsfähigkeit sowie sein Antrieb seien stark eingeschränkt."
200,HWS-Beschwerden,14,14,2.4,"Es handelt sich um intermittierende Schmerzen mit sehr wenigen schmerzfreien Phasen.
---
Aktuell handelt es sich um intermittierende Schmerzen mit wenigen schmerzfreien Phasen von ziehendem sowie stechendem Schmerzcharakter.
---
Es handelt sich um intermittierende Schmerzen, mit sehr wenigen schmerzfreien Phasen.
---
Es handelt sich um intermittierende Schmerzen mit sehr wenigen Schmerzfreien Phasen.
---
Es handelt sich um intermittierende Schmerzen mit nur sehr wenigen schmerzfreien Phasen.
---
Es handelt sich um intermittierende Schmerzen nur mit sehr wenigen schmerzfreien Phasen.
---
Es handelt sich eher um intermittierende Schmerzen aber mit sehr wenigen schmerzfreien Intervallen.
---
Im Bereich Nacken-Schulter bestehen intermittierende Schmerzen mit nur wenigen schmerzfreien Phasen, die als ziehend beschrieben werden.
---
Der Schmerz sei phasenweise vorhanden und von stechendem und pochendem Schmerzcharakter.
---
Die Schmerzen seien phasenweise vorhanden und von dumpf drückendem Charakter, teils auch stechend.
---
Die Schmerzen seien phasenweise vorhanden und von ziehendem Charakter."
158,Kopfschmerzen / Migräne,14,14,2.4,"Aktuell treten die Kopfschmerzen 1x wöchentlich auf und halten mehreren Stunden lang an.
---
Die Kopfschmerzen treten 2-3 Mal pro Woche auf und halten mehrere Stunden an.
---
An weiteren körperlichen Beschwerden, nennt der Patient bestehende Kopfschmerzen, die 2-3 Tage in der Woche auftreten und mehreren Stunden lange anhalten.
---
In der letzten Zeit treten Kopfschmerzen 1-2x pro Woche auf und halten meistens 2-3 Tage lange an.
---
An weitern körperlichen Beschwerden, nennt die Patientin bestehende Kopfschmerzen, die 3-4x pro Woche auftreten und mehreren Stunden lange anhalten.
---
Aktuell treten die Kopfschmerzen 1-2x täglich an und halten mehreren Stunden lange an.
---
Kopfschmerzen treten 1-2x pro Woche auf und halten 2-3 Stunden lange an.
---
Kopfschmerzen treten 2-3x pro Monat auf und halten meistens 1-2 Tage lange an.
---
Zum einen bestünden migräneartige Kopfschmerzen, die etwa zweimal monatlich auftreten und jeweils über mehrere Tage, teils bis zu drei Tage, anhalten.
---
Derzeit treten die Kopfschmerzen mehrmals pro Woche für mehrere Stunden auf.
---
Zurzeit treten die Kopfschmerzen zwei bis dreimal pro Woche an.
---
Zusätzlich kommt es im Rahmen dieses Beschwerdebildes zu regelmäßig wiederkehrenden Kopfschmerzen, etwa alle zwei bis drei Wochen.
---
Zurzeit treten die Kopfschmerzen jeden Tag an und halten mehreren Stunden lange an.
---
An weiteren körperlichen Beschwerden, nennt die Patientin bestehende Kopfschmerzen, die täglich auftreten und mehreren Stunden lange anhalten."
194,Sonstige / unbekannt,14,14,2.4,"Des Weiteren berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden.
---
Des Weiteren berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit mehreren Jahren bestehen würden, zu leiden.
---
Darüber hinaus berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden.
---
Des Weiteren berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit einem Jahr bestehen würden, zu leiden.
---
Bei Aufnahmegespräch berichtet die Patientin unter chronischen Dorsalgien in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden.
---
Darüber hinaus berichtet die Patientin über seit mehreren Jahren bestehende chronische Dorsalgien, die nahezu alle Abschnitte der Wirbelsäule betreffen.
---
Des Weiteren berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über dreißig Jahren bestehen würden, zu leiden.
---
Hinsichtlich somatischen Beschwerden berichtet der Patient unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden.
---
Darüber hinaus leide die Patientin seit Jahren unter chronischen Dorsalgien in allen Abschnitten der Wirbelsäle an."
115,Symptomverlauf / Verschlechterung,14,14,2.4,"Verschlechterung durch Belastung sowie Stress.
---
Verschlechterung oder Auslösung durch Stress.
---
Verschlechterung: Belastung, Fehlhaltung, Stress.
---
Verschlechterung: Stress, körperliche Belastung.
---
Verschlechterung: Fehlhaltung, Stress.
---
Verschlimmerung: Belastung, Stress.
---
Verschlechterung: Belastung.
---
Verschlimmerung durch körperliche Belastung.
---
Eine deutliche Verschlechterung trete in stressreichen Situationen sowie unter körperlicher oder psychischer Belastung auf."
17,Symptomverlauf / Verschlechterung,14,14,2.4,"Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit paar Jahren verschlechtert habe.
---
Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit zwei Jahren verschlechtert habe.
---
Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit vier Jahren verschlechtert habe.
---
Er berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation sein psychophysischer Zustand seit über einem Jahr verschlechtert habe.
---
Sie berichtet, dass sich aufgrund beruflicher Belastung  ihr psychophysischer Zustand seit dreiviertel Jahr verschlechtert habe.
---
Er berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation sein psychophysischer Zustand seit ca. einem Jahr verschlechtert habe.
---
Er berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation sein psychophysischer Zustand seit über zwei Jahren verschlechtert habe.
---
Er berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation sein psychophysischer Zustand seit über drei Jahren verschlechtert habe.
---
Bei Aufnahmegespräch berichtet die Patientin, dass sich aufgrund familiärer Situation ihr psychophysischer Zustand seit eineinhalb Jahr verschlechtert habe.
---
Kurz gefasst berichtet die Patientin, dass sich aufgrund familiärer Situation ihr psychophysischer Zustand seit zwei Jahren verschlechtert habe.
---
Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit sechs Jahren verschlechtert habe.
---
Sie berichtet, dass sich aufgrund einer beruflichen komplizierter beruflichen Situation ihr psychophysischer Zustand seit ca. zwei Jahren verschlechtert habe.
---
Weiterhin berichtet er, dass sich aufgrund beruflicher Situation sein psychophysischer Zustand seit ca. dreieinhalb Jahren verschlechtert habe."
89,Sonstige / unbekannt,13,13,2.2,"Oft habe er das Gefühl, dass sie langsam keine Kraft mehr habe.
---
Er habe oft das Gefühl, dass sie langsam keine Kraft mehr habe.
---
Er habe sie oft das Gefühl, dass sie langsam keine Kraft mehr habe.
---
Teilweise habe er das Gefühl, dass sie langsam keine Kraft mehr habe.
---
Sie habe oft das Gefühl, dass er langsam keine Kraft mehr habe."
4,Sonstige / unbekannt,13,13,2.2,"Teilweise spüre keine richtige Freude am Leben.
---
Häufig spüre keine richtige Freude am Leben.
---
Manchmal spüre keine richtige Freude am Leben.
---
Häufig verspüre sie keine echte Lebensfreude.
---
Er berichtet, dass er keine Lust mehr auf Dinge, die ihm sonst Freude bereiten, habe.
---
Er berichtet, dass er wenige Lust auf Dinge, die ihm sonst Freude bereiten, habe.
---
Er gibt auch an, dass er in letzter Zeit keine Freude mehr an Dingen habe, die ihm früher Spaß gemacht haben.
---
Er berichtet, dass er weniger Lust auf Dinge habe, die ihm sonst Freude bereiten haben.
---
Sie berichtet, dass sie keine Lust mehr auf Dinge habe, die ihr sonst Freude bereiten würden."
68,Symptomverlauf / Verschlechterung,13,13,2.2,"Verschlechterung vor allem durch längeres Sitzen sowie Liegen.
---
Die Beschwerden verschlechtern sich durch z.B. langes Sitzen und Stehen.
---
Die Beschwerden verschlechtern sich durch z.B. langes Stehen und Sitzen oder beim Heben.
---
Verschlechterung: längeres Sitzen, Belastung.
---
Eine Verschlechterung tritt sowohl bei körperlicher Belastung als auch nach längerem Sitzen auf.
---
Eine Verschlechterung trete insbesondere bei längerem Sitzen sowie unter Stress auf.
---
Längeres Stehen, Sitzen, Bücken, das Tragen von Gegenständen sowie Stress führen zu einer Verschlechterung der Beschwerden.
---
Verschlimmerung: beim körperlichen Belastung und längerem Sitzen sowie Stehen.
---
Verschlimmerung: Stress sowie, längeres Sitzen.
---
Die Beschwerden verschlechtern sich durch z.B. langes Stehen und Liegen oder beim Heben.
---
Verschlimmerung nach längerem Sitzen."
179,Schwindel,14,13,2.2,"Bezüglich Linderung ggf.
---
Bei der Einnahme von z.
---
Linderung durch Umschläge (z.B.
---
Zusätzlich bestehe Benommenheit und Schwindel.
---
Miktion: gehäuft, Restharn.
---
Kopf frei beweglich.
---
Betroffen seien v. a.
---
Prostatabeschwerden hier auch Z.n."
162,Sonstige / unbekannt,14,13,2.2,"Manuelle Therapie und Wärme würde diese Symptomatik kurzzeitig lindern.
---
Manuelle Therapie und Wärme würde diese Symptomatik kurzzeitig verbessern.
---
Auch hier würde manuelle Therapie und Wärme diese Symptomatik kurzzeitig lindern."
197,Reizdarm / GI,13,13,2.2,"Darüber hinaus gibt der Patient „Verdauungsstörungen“ an, die seit über vielen Jahren bestehen würden.
---
Darüber hinaus berichtet der Patient, dass bei ihm seit vielen Jahren „Verdauungsprobleme“ bestehen.
---
Darüber hinaus gibt die Patientin „Verdauungsstörungen“ an, die seit immer wieder über vielen Jahren bestehen würden.
---
Zudem gibt die Patientin an, seit Jahren unter rezidivierenden Verdauungsbeschwerden zu leiden, welche vor allem im Sinne eines „Reizdarmsyndroms“ imponieren.
---
Darüber hinaus gibt die Patientin „Verdauungsstörungen“ an, die seit über zehn Jahren bestehen würden.
---
Bei Aufnahmegespräch berichtet der Patient, seit vielen Jahren „funktionelle Verdauungsbeschwerden“ zu haben.
---
Hinsichtlich weiterer Beschwerden gibt die Patientin „Verdauungsstörungen“ an, die seit über zehn Jahren bestehen würden.
---
Bei Aufnahmegespräch berichtet der Patient, seit über zehn Jahren „funktionelle Verdauungsbeschwerden“ zu haben.
---
Bei dem Patienten bestehen seit über zehn Jahren „Verdauungsprobleme“.
---
Zudem berichtet sie sehr vielen Jahren unter „Verdauungsstörungen“ zu leiden.
---
Zudem berichtet sie sehr vielen Jahren unter Verdauungsstörungen zu leiden.
---
Ein weiteres Problem, das die Patientin anspricht, sind seit vielen Jahren bestehende Verdauungsbeschwerden.
---
Bei Aufnahmegespräch berichtet der Patient, dass bei ihm seit ca. acht Jahren „Verdauungsprobleme“ bestehen."
203,Schmerzen – Charakter,13,13,2.2,"Stechenden Schmerzcharakter.
---
Schmerzcharakter ziehend.
---
Drückender Schmerzcharakter.
---
Stechenden, ziehenden Schmerzcharakter.
---
Schmerzcharakter sei ziehend.
---
Schmerzcharakter drückend und stechend.
---
Oberbauchschmerzen zu sein.
---
Der Schmerzcharakter ist stechend.
---
Stechender Schmerzcharakter."
210,Schmerzen – Charakter,15,13,2.2,"Schmerzen werden als dumpf sowie stechend empfunden.
---
Schmerzen werden als dumpf empfunden.
---
Die Schmerzen werden als dumpf empfunden.
---
Die Schmerzen werden als ziehend und dumpf empfunden.
---
Schmerzen werden als stechend und dumpf empfunden.
---
Die Schmerzen werden als dumpfe und ziehende empfunden.
---
Diese Schmerzen werden als dumpf empfunden.
---
Schmerzen werden als dumpfe empfunden.
---
Hier werden Schmerzen als stechenden und dumpf empfunden.
---
Die Schmerzen werden als dumpf und stechend beschrieben.
---
Die Schmerzen werden als dumpf beschrieben."
96,Symptomverlauf / Verschlechterung,14,13,2.2,"Schmerzverstärkend seien Wetterumschwung, Kälte sowie körperliche oder psychische Überlastung.
---
Schmerzverstärkend wirken Gehen, Stehen, Kälte, Stress, Berührung und Wetterwechsel.
---
Schmerzverstärkend seien Stress und Kälte.
---
Im Gegenteil Kälte und Stress verschlechtert die Schmerzen deutlich.
---
Die Schmerzen werden durch Belastung und Kälte verschlimmert.
---
Nasskaltes Wetter und allgemeine Kälte verschlimmern die Schmerzen.
---
Auch Kälte und Feuchtigkeit verschlimmern die Schmerzen.
---
als schmerzverstärkende beziehungsweise auslösende Faktoren werden Stress, Zugluft und Kälte angegeben.
---
Schmerzverstärkend seien Unruhe, Kälte, falsche Gedanken und Sorgen sowie körperliche und psychische Überlastung.
---
Eine Schmerzverstärkung besteht bei Kälte, Überanstrengung und Stress, wohingegen Wärme, moderate Bewegung und Ablenkung zu einer Schmerzlinderung beiträgt.
---
Schmerzverstärkend seien Wetterumschwung sowie körperliche und psychische Überlastung.
---
Schmerzverstärkend seien Wetterumschwung, Unruhe, falsche Gedanken und Sorgen sowie körperliche und psychische Überlastung.
---
Im Gegenteil Kälte verschlechtert den Schmerz."
205,HWS-Beschwerden,13,13,2.2,"Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen von ziehender Schmerzqualität.
---
Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen von stechender Schmerzqualität.
---
Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen von ziehender sowie krampfartiger Schmerzqualität.
---
Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen von ziehenden sowie stechenden Schmerzqualität.
---
Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen von ziehender sowie drückender Schmerzqualität."
114,Sonstige / unbekannt,13,13,2.2,Der Patient kommt zu stationäre Aufnahme mit einem komplexen psychosomatischen Krankheitsbild.
146,Erschöpfung / Müdigkeit,12,12,2.0,"Sie berichtet, dass sie sich erschöpft fühle und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht."
128,Stimmung / Depression,12,12,2.0,"Stimmung sie schwankend, teilweise gedrückt.
---
Stimmung sie sehr schwankend, teilweise gedrückt."
215,Schmerzen – Charakter,12,12,2.0,Schmerzen werden als ziehenden empfunden.
211,Schmerzen – Charakter,12,12,2.0,"Die Schmerzen werden als stechend beschrieben.
---
Die Schmerzen werden als ziehend beschrieben.
---
Der Schmerz wird als ziehend beschrieben.
---
Schmerzen werden als ziehenden beschrieben.
---
Die Schmerzen werden als stechenden beschrieben.
---
Schmerzen werden als stechenden beschrieben.
---
Die Schmerzen beschreibt sie als ziehend
---
Die Schmerzen beschreibt sie als ziehend.
---
Schmerzen werden als ziehenden sowie stechenden beschrieben."
164,Sonstige / unbekannt,12,12,2.0,"Wärme und manuelle Therapie würden zur kurzzeitigen Linderung führen.
---
Wärme, manuelle Therapien würden zur kurzzeitigen Linderung führen.
---
Wärme und manuelle Therapie würden zur kurzeitigen Linderung führen.
---
Auch hier Wärme, manuelle Therapie würden zur kurzzeitigen Linderung führen.
---
Kurzzeitige Linderung erfahre sie durch die Wärme sowie manuelle Therapie.
---
Lokale Wärme und manuelle Therapie würde zur kurzzeitigen Linderung führen.
---
Wärmeapplikationen sowie manuelle Therapie bringen jeweils eine kurzzeitige Linderung.
---
Wärme und manuelle Therapie würden zur kurzzeitigen Verbesserung führen.
---
Wärme, manuelle Therapie sowie leichte Bewegung würden zur kurzzeitigen Linderung führen."
198,Schmerzen – Charakter,12,12,2.0,"Schmerzqualität sei stechend sowie ziehend.
---
Schmerzqualität sei ziehend und stechend.
---
Schmerzqualität sei stechend und ziehend.
---
Die Schmerzqualität sei ziehend und stechend.
---
Die Schmerzqualität sei stechend und ziehend.
---
Die Schmerzqualität sei stechend.
---
Schmerzqualität sei stechend."
153,Belastbarkeit,12,12,2.0,"Leistungsfähigkeit und Antrieb seien merklich reduziert.
---
Leistungsfähigkeit und Antrieb seien deutlich reduziert.
---
Der Antrieb sowie die allgemeine Leistungsfähigkeit seien deutlich reduziert.
---
Leistungsfähigkeit sei merklich reduziert."
171,Erschöpfung / Müdigkeit,12,12,2.0,"Im Vordergrund stehen ein chronisches Müdigkeitssyndrom sowie eine chronische Schmerzproblematik.
---
Im Vordergrund stehen ein chronisches Müdigkeitssyndrom und eine chronische Schmerzproblematik.
---
Im Vordergrund stehen ein chronisches Müdigkeitssyndrom, eine depressive Symptomatik sowie eine chronische Schmerzproblematik.
---
Im Vordergrund stehen ein chronisches Müdigkeitssyndrom, eine depressive Symptomatik und eine chronische Schmerzproblematik.
---
Im Vordergrund stehen ein chronisches Müdigkeitssyndrom sowie eine seit längerem bestehende chronische Schmerzproblematik mit erheblicher Beeinträchtigung der Leistungsfähigkeit und Belastbarkeit.
---
Ganzkörperschmerzen sowie die Verschlechterung des chronischen Müdigkeitssyndroms erklären.
---
Darüber hinaus gibt die Patientin an, dass sie im Zusammenhang mit ihren chronischen Schmerzen ein Müdigkeitssyndrom entwickelt habe."
119,Sonstige / unbekannt,13,12,2.0,"Schmerzlindernde sowie schmerzverstärkende Faktoren sind der Patientin nicht bekannt.
---
Schmerzlindernde sowie schmerzverstärkende Faktoren sind dem Patienten nicht bekannt.
---
Schmerzlindernde Faktoren sind der Patientin nicht bekannt.
---
Schmerzlindernde Faktoren sind dem Patienten nicht bekannt.
---
Schmerzlindernde Faktoren sind dem Patienten nicht bekannt, außer einer leichten Schmerzlinderung durch Krankengymnastik."
109,Kopfschmerzen / Migräne,12,12,2.0,"Kurz gefasst leide die Patientin seit ihre Jungend unter Migräneanfällen.
---
Kurzgefasst leide der Patient seit seiner Jungend unter Migräneanfällen, aktuell über 20 Migräne-Tage pro Monat.
---
Kurzgefasst leide der Patient seit seiner Jungend unter Migräneanfällen, aktuell ca. 20 Migräne-Tage pro Monat.
---
Zudem berichtet die Patientin seit über vielen Jahren unter Migräneanfällen zu leiden.
---
Zudem leide die Patientin seit ihrer Jungendalter unter Migräneanfällen, aktuell über 5-6 Migräne-Tage pro Monat.
---
Zusätzlich leide die Patientin seit Jahren unter Migräne ggf.
---
Bei Aufnahmegespräch berichtet die Patientin seit ihre Jungend unter Migräneanfällen zu leiden.
---
An weiteren körperlichen Beschwerden gibt die Patientin an, bereits seit dem Jugendalter unter Migräneanfällen zu leiden.
---
Als weiteres Problem berichtet die Patientin, dass sie bereits seit ihrer Jugend an Migräne leidet.
---
Weiterhin, seit über 33 Jahren, leidet die Patientin an Migräne und Spannungskopfschmerzen.
---
Aktuell berichtet die Patientin über bis zu 20 Migränetage pro Monat."
105,Sonstige / unbekannt,12,12,2.0,Weiterhin berichtet sie über Konzentrations- sowie Merkfähigkeitsstörungen.
149,Erschöpfung / Müdigkeit,12,12,2.0,"Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig müde und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig müde, und ihre Belastbarkeitsgrenze sei schneller als früher erreicht.
---
Ihr Antrieb sowie ihre Leistungsfähigkeit seien reduziert, sie fühle sich häufig müde und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig müde und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht."
22,Sonstige / unbekannt,12,12,2.0,"Die Patientin ist im Hause bekannt, 2018 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, 2016 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, 2017 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Der Patient ist im Hause bekannt, 2016 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, voriges Jahr befand sie sich zum letzten Mal in unserer stationären Behandlung."
161,Symptomverlauf / Verschlechterung,12,12,2.0,"Linderung erfahre der Patient durch lokale Wärmetherapie und Massage.
---
Linderung erfahre der Patient durch lokale Wärmetherapie sowie Massage.
---
Kurzeitigen Linderung erfahre die Patientin durch lokale Wärmetherapie und Massagen.
---
Der Patient gibt an, dass lokale Wärme und Massagen die o.g.
---
Linderung erfahre der Patient durch lokale Wärmetherapie und Massage, Verschlechterung bei Kälte."
181,Schulter / Arm,12,12,2.0,"Die Schmerzen strahlen häufig in die Schultern sowie in den Beinen aus.
---
Die Schmerzen strahlen beidseits in die Schultern und Arme aus und werden als ziehend beschrieben.
---
Zeitweise strahlen die Schmerzen in beide Schultern aus.
---
Teilweise strahlen die Schmerzen sowohl nach oben zum Kopf als nach unter in die linke Schulter.
---
Die Schmerzen werden als pochenden empfunden und strahlen in beiden Schulter aus.
---
Die Schmerzen strahlen in beide Schultern aus, mit Betonung der linken Seite, und gelegentlich bis in den Oberarm.
---
Die Schmerzen strahlen in beide Schultern aus und werden als drückender empfunden.
---
Die Schmerzen strahlen in beiden Schulter aus.
---
An Wirbelsäule sind die Schmerzen als stechenden und im Kopf und an den Schultern als ziehenden empfunden.
---
Schmerzen strahlen häufig in der linken Schulter aus.
---
Die Schmerzen strahlen überwiegend in die linke Schulterregion aus und gelegentlich bis in den linken Oberarm."
16,LWS-Beschwerden,15,12,2.0,"Anamnestisch sei Bandscheibenvorfall L4/5 vorbekannt.
---
Anamnestisch ist ein Bandscheibenvorfall im Segment L4/5 vorbekannt.
---
Bandscheibenvorfall L4/5 u.
---
Anamnestisch sei ein Bandscheibenvorfall C5/6 vorbekannt.
---
Anamnestisch sei ein Bandscheibenvorfall bei C5/6 vorbekannt.
---
Rechts mediolateraler Bandscheibenprolaps L4/5.
---
Bandscheibenprolaps HWK 4/5 gesichtet (CT).
---
Anamnestisch liegt ein konservativ behandelter Bandscheibenvorfall auf Höhe C5/6 rechts vor.
---
MRT der LWS vom 21.03.2019 zeigte Bandscheibendegenrationen in den Etagen L4/5 und L5/S1.
---
Zudem wurde im Jahr 2015 bei einem ausgeprägten sensomotorischen L5-Wurzelkompressionssyndorm zur rechten Seite eine Bandscheibeoperation in der Etage LWK 4/5 durchgeführt.
---
Vorbekannt sind zwei Bandscheibenvorfälle bei C4/5, C5/6 und o.g.
---
Im August 2000 Bandscheibenvorfall OP in Höhe L4/L5.
---
Bandscheibenvorfall L4/L5 im August 2017."
24,Sonstige / unbekannt,12,12,2.0,"Die Patientin ist im Hause bekannt, 2024 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, 2024befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Der Patient ist im Hause bekannt, 2024 befand sie sich zum letzten Mal in unserer stationären Behandlung."
23,Sonstige / unbekannt,12,12,2.0,"Die Patientin ist im Hause bekannt, 2019 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Der Patient ist im Hause bekannt, 2019 befand sie sich zum letzten Mal in unserer stationären Behandlung."
37,Boilerplate – Erwartungen,12,12,2.0,"Vom Aufenthalt erhoffe er wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung.
---
Vom Aufenthalt erhoffe sich er, wieder Energie und Kraft aufzubauen sowie eine Beschwerdenlinderung.
---
Vom Aufenthalt erhofft er sich wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhofft er sich, wieder Energie und Kraft aufbauen zu können sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhoffe sie sich, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhoffe Herr K. wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung.
---
Vom Aufenthalt erhoffe Herr M. wieder Energie und Kraft aufbauen.
---
Vom stationären Aufenthalt erhoffe sie sich, wieder Energie und Kraft aufbauen sowie eine Linderung der chronischen Beschwerden erreichen zu können."
51,Symptomverlauf / Verschlechterung,12,12,2.0,"Die Beschwerden haben sich in letzten 3-4 Jahren deutlich zugespitzt.
---
Die Beschwerden haben sich in letztes halbes Jahr deutlich zugespitzt.
---
Die Beschwerden haben sich seit letztem halben Jahr deutlich zugespitzt.
---
Die Beschwerden haben sich in letzten Jahren zugespitzt.
---
Die Beschwerden haben sich in letzten drei Jahren deutlich zugespitzt.
---
Die Beschwerden haben sich in letzten vier Jahren deutlich zugespitzt.
---
Die Beschwerden haben sich seit etwa eineinhalb Jahren deutlich intensiviert.
---
Die Beschwerden haben sich in den letzten zwei Jahren zugespitzt.
---
Die Beschwerden bestünden seit vielen Jahren, hätten sich jedoch ab 2015 deutlich bemerkbar gemacht und sich im vergangenen Jahr weiter deutlich verschlechtert.
---
Sie gibt an, dass sich die Beschwerden in den letzten drei Jahren erheblich verschärft haben.
---
Diese Besserung habe ca. ein Jahr lang angehalten, seitdem besteht eine schleichende Zunahme der Beschwerden.
---
Seitdem würden die Beschwerden schleichend wieder zunehmen."
156,Belastbarkeit,12,12,2.0,"Ihre Leistungsfähigkeit sei stark eingeschränkt.
---
Ihre Leistungsfähigkeit ist stark eingeschränkt.
---
Ihre Leistungsfähigkeit sei sehr stark eingeschränkt.
---
Ihre Leistungsfähigkeit sei sehr eingeschränkt."
3,Sonstige / unbekannt,11,11,1.9,"Ihr Appetit sei gut, keine Gewichtsabnahme.
---
Ihr Appetit sei normal, keine Gewichtsabnahme.
---
Ihr Appetit sei mäßig, keine Gewichtsabnahme.
---
Ihr Appetit sei gut, schleichende Gewichtszunahme."
85,Sonstige / unbekannt,11,11,1.9,"Sie habe das Gefühl, dass sie nur sehr wenig Kraft habe.
---
Sie habe das Gefühl, dass sie nur sehr wenig Kraft mehr habe.
---
Sie habe das Gefühl, dass sie relativ häufig nur sehr wenig Kraft habe."
15,Boilerplate – Erwartungen,11,11,1.9,"Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden."
