cluster_id,segment_count,document_count,percent,representative_phrases
201,8,8,1.4,"Bei Aufnahmegespräch berichtet die Patientin unter seit über acht Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden. | Bei Aufnahmegespräch berichtet die Patientin unter seit über sieben Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden. | Darüber hinaus berichtet die Patientin seit Jahren unter rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden. | Bei Aufnahmegespräch berichtet der Patient unter seit über fünf Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden. | Bei Aufnahmegespräch berichtet die Patientin unter seit über 20 Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden."
63,8,8,1.4,"Kurzzeitige Linderung erfährt sie durch Massage, Ruhe und Wärme. | Kurzzeitige Linderung durch Massage sowie Wärme. | Kurzzeitige Linderung durch Massage sowie Wärme. | Wärme habe eine entspannende und schmerzlindernde Wirkung, auch Massagen führten zu einer kurzfristigen Besserung. | Wärme und Massage würden als kurzfristig wohltuend empfunden."
83,8,8,1.4,Sie fühle sich sehr kraftlos und häufig abgeschlagen. | Sie fühle sich sehr kraftlos und häufig abgeschlagen. | Sie fühle sich sehr kraftlos und häufig abgeschlagen. | Sie fühle sich häufig kraftlos | Sie fühle sich häufig kraftlos
82,8,8,1.4,Zudem berichtet er über Konzentrations- und Gedächtnisstörungen sowie Versagensängsten. | Ebenfalls leide er unter anhaltenden Konzentrations- und Gedächtnisstörungen. | Ebenfalls leide er unter anhaltenden Konzentrations- und Gedächtnisstörungen. | Ebenfalls leide er unter anhaltenden Konzentrations- und Gedächtnisstörungen. | Zudem berichtet sie über Konzentrations- und Gedächtnisstörungen.
77,8,8,1.4,"Ursächlich hierfür ist eine Überlastungssituation sowohl im familiären Umkreis als ihre „Gesundheitliche Lage“. | Ursächlich hierfür ist eine Überlastungssituation sowohl im familiären Umkreis als ihre „Gesundheitliche Lage“. | Ursächlich hierfür ist eine Überlastungssituation sowohl im familiären Umkreis als ihre „Gesundheitliche Lage“. | Ursache hierfür ist eine Überlastungssituation sowohl im familiären Umkreis als auch ihre „Gesundheitliche Lage“. | Ursächlich hierfür ist eine Überlastungssituation sowohl im familiären Umkreis, als auch im beruflichen Bereich."
33,8,8,1.4,Die Lokalisation der Schmerzen sei dabei wechselnd. | Die Lokalisation der Schmerzen sei dabei wechselnd. | Die Lokalisation der Schmerzen sei dabei wechselnd. | Die Lokalisation der Schmerzen sei dabei wechselnd. | Die Lokalisation der Schmerzen sei dabei wechselnd.
30,8,8,1.4,"Zudem berichtet sie über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können. | Zudem berichtet sie über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können. | Darüber hinaus berichtet sie über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können. | Darüber hinaus berichtet sie über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können. | Darüber hinaus berichtet sie über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können."
150,8,8,1.4,"Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht."
88,8,8,1.4,Sie fühle sich immer wieder energielos. | Sie fühle sich immer wieder energielos. | Sie fühle sich immer wieder energielos. | Sie fühle sich ständig energielos. | Sie fühle sich ständig energielos.
92,8,8,1.4,"Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe."
101,8,8,1.4,Weiterhin berichtet er über Konzentrationsstörungen. | Weiterhin berichtet er über Konzentrationsstörungen. | Weiterhin berichtet er über Konzentrationsstörungen. | Weiterhin berichtet er über Konzentrationsstörungen. | Zudem berichtet er über Konzentrationsstörungen.
112,8,8,1.4,Die Patientin wird mit einem komplexen psychosomatischen Beschwerdebild zur stationären Aufnahme vorgestellt. | Die Patientin wird mit einem komplexen psychosomatischen Beschwerdebild zur stationären Aufnahme vorgestellt. | Die Patientin wird mit einem komplexen psychosomatischen Beschwerdebild zur stationären Aufnahme vorgestellt. | Die Patientin wird mit einem komplexen psychosomatischen Beschwerdebild zur stationären Aufnahme vorgestellt. | Die Patientin wird mit einem komplexen psychosomatischen Beschwerdebild zur stationären Aufnahme vorgestellt.
93,8,8,1.4,"Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe."
209,8,8,1.4,Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung an.
214,8,8,1.4,Die Schmerzen werden als ziehend empfunden. | Die Schmerzen werden als ziehend empfunden. | Die Schmerzen werden als ziehenden empfunden. | Die Schmerzen werden als ziehenden empfunden. | Die Schmerzen werden als ziehenden empfunden.
178,8,8,1.4,Eine Art von den Kopfschmerzen beginnt im Hinterkopf und breitet sich nach vorne bis zur Stirn aus. | Eine Art von den Kopfschmerzen beginnt im Hinterkopf und breitet sich nach vorne bis zur Stirn aus. | Eine Art der Kopfschmerzen beginnt typischerweise im Hinterkopf und zieht sich nach vorne in die Stirnregion. | Eine Art von den Kopfschmerzen beginnt im Stirnbereich und setzt sich nach dem im Hinterkopf fort. | Kopfschmerz beginnt im Hinterkopf und breitet sich nach vorne bis zur Stirn aus.
151,8,8,1.4,"Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sein Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht."
169,8,8,1.4,"Die Patientin gibt auch an, dass sie seit vielen Jahren an intermittierenden Schmerzen in der linken Schulter leidet. | Darüber hinaus gibt die Patientin an, dass sie seit über zwei Jahren unter Schmerzen in der rechten Schulter leidet. | Zudem berichtet die Patientin, seit zwei Jahren unter intermittierenden Schmerzen in der rechten Schulter zu leiden. | Die Patientin gibt auch an, dass sie seit etwa 4-5 Jahren an intermittierenden Schmerzen in der linken Schulter leidet. | Die Patientin gibt auch an, dass sie seit einem Jahr an Schmerzen in der rechten Schulter leidet."
166,9,8,1.4,Die Beschwerden bessern sich durch Wärme und manuelle Therapie. | Die Beschwerden bessern sich durch Wärme und manuelle Therapie. | Die Beschwerden bessern sich durch Wärme und manuelle Therapie. | Die Beschwerden bessern sich durch Wärme und manuelle Therapie. | Die Beschwerden bessern sich durch Wärme und manuelle Therapie.
173,8,8,1.4,Zudem besteht seit über acht Jahren schleichend eine zunehmende Erschöpfungssymptomatik. | Weiterhin bestehe seit mehr als 10-15 Jahren immer wieder Erschöpfungssymptomatik. | Zudem bestehe seit über elf Jahren immer wieder eine Erschöpfungssymptomatik. | Zudem bestehe seit ca. dreiviertel Jahr schleichend zunehmende Erschöpfungssymptomatik. | Zudem bestehe seit über zehn Jahren eine zunehmende Müdigkeitssymptomatik.
177,8,8,1.4,"Bei Aufnahmegespräch berichtet der Patient, dass durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist. | Bei Aufnahmegespräch berichtet der Patient, dass durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist. | Bei Aufnahmegespräch berichtet der Patient, dass er durch psychischen und körperlichen Erkrankungen seit mehre Jahren Ängste entwickelt und mit Depressionen behaftet ist. | Bei Aufnahmegespräch berichtet der Patient, dass er durch psychischen und körperlichen Erkrankungen seit mehre Jahren Ängste entwickelt und mit Depressionen behaftet ist. | Bei Aufnahmegespräch berichtet die Patientin, dass sie durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren sie Ängste entwickelt und mit Depressionen behaftet ist."
191,8,8,1.4,"Die Schmerzen seien ständig vorhanden, allerdings mit wechselnder Intensität. | Die Schmerzen seien dauerhaft vorhanden, jedoch mit wechselnder Intensität. | Die Schmerzen seien dauerhaft vorhanden, mit wechselnder Intensität. | Die Schmerzen seien dauerhaft vorhanden mit Fluktuationen und von ziehendem Charakter. | Die Schmerzen sind ständig vorhanden, jedoch mit unterschiedlicher Intensität."
168,8,7,1.2,Kurzfristige Linderung erfahre die Patientin durch lokale Wärmeanwendungen sowie manuelle Therapie. | Kurzzeitige Linderung erfahre die Patientin meistens durch lokale Wärme und manuelle Therapie. | Kurzzeitige Linderung erfahre die Patientin meistens durch lokale Wärme und manuelle Therapie. | Kurzfristige Linderung erfährt die Patientin durch lokale Wärmeanwendungen oder manuelle Therapie. | Kurzeitige Linderung erfahre die Patientin durch lokale Wärme sowie manuelle Therapie.
6,8,7,1.2,"An körperlichen Beschwerden gibt die Patientin an, dass bei ihr seit 2019 eine Colitis ulcerosa bekannt ist. | Die Patientin berichtet bei Aufnahme über eine seit April 2021 bekannte Colitis ulcerosa, welche sich initial durch einen steroidrefraktären Verlauf gekennzeichnet habe. | Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei dem Patienten ist seit 2020 eine Colitis ulcerosa bekannt mit Befall insbesondere des S- und Enddarms. | In diesem Zusammenhang gibt die Patientin an, dass bei ihr 2002 eine Colitis ulcerosa diagnostiziert wurde, die seit Jahren in Remission ist. | Im Jahr 2016 wurde sie unter anderem aufgrund erhöhter Leberwerte gastroenterologisch abgeklärt, wobei die Diagnose einer Colitis ulcerosa gestellt wurde."
18,11,7,1.2,Wirbelsäule nicht klopfdolent. | Wirbelsäule nicht klopfdolent. | Wirbelsäule nicht klopfdolent. | Wirbelsäule nicht klopfdolent. | Wirbelsäule nicht klopfdolent.
140,10,7,1.2,Die Schmerzen werden durch Wärme sowie manuelle Therapie kurzzeitig gelindert. | Die Schmerzen werden durch Wärme sowie manuelle Therapie kurzzeitig gelindert. | Die Schmerzen werden durch Wärme sowie manuelle Therapie kurzzeitig gelindert. | Die Schmerzen werden durch Wärme sowie manuelle Therapie kurzzeitig gelindert. | Die Schmerzen werden durch Wärme sowie manuelle Therapie kurzzeitig gelindert.
97,9,6,1.0,Gynäkologische Anamnese: Eine Geburt. | Gynäkologische Anamnese: Zwei Geburten. | Gynäkologische Anamnese: Zwei Geburten. | Gynäkologische Anamnese: Zwei Geburten. | Gynäkologische Anamnese: Zwei Geburten.
165,8,6,1.0,Lokale Wärmeanwendungen und manuelle Therapie führen zu einer kurzfristigen Linderung der Beschwerden. | Lokale Wärmeanwendungen und manuelle Therapie führen zu einer kurzfristigen Linderung der Beschwerden. | Auch hier führen lokale Wärmeanwendungen und manuelle Therapie zu einer kurzfristigen Linderung der Beschwerden. | Auch hier führen lokale Wärmeanwendungen und manuelle Therapie zu einer kurzfristigen Linderung der Beschwerden. | Lokale Wärme und manuelle Therapie führen zu einer kurzfristigen Besserung der Beschwerden.
19,8,4,0.7,Es würden ihr aufgrund der Schmerzen und der fehlenden Kraft öfters Gegenstände aus der Hand fallen. | Es würden ihr aufgrund der Schmerzen und der fehlenden Kraft öfters Gegenstände aus der Hand fallen. | Es würden ihr aufgrund der Schmerzen und der fehlenden Kraft öfters Gegenstände aus der Hand fallen. | Es würden ihr dann aufgrund der Schmerzen und der fehlenden Kraft öfters Gegenstände aus der Hand fallen. | Zudem leide sie immer wieder an den Armen und Händen unter einem generellen Schweregefühl und einer ausgeprägten Kraftlosigkeit.
